"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","CPI","TOT","AGRWTH","M","2008-06",10.60246,
"ZAF","CPI","TOT","AGRWTH","M","2008-07",11.22045,
"ZAF","CPI","TOT","AGRWTH","M","2008-08",11.20825,
"ZAF","CPI","TOT","AGRWTH","M","2008-09",11.2685,
"ZAF","CPI","TOT","AGRWTH","M","2008-10",10.59335,
"ZAF","CPI","TOT","AGRWTH","M","2008-11",10.25007,
"ZAF","CPI","TOT","AGRWTH","M","2008-12",9.308293,
"ZAF","CPI","TOT","AGRWTH","M","2009-01",8.471761,
"ZAF","CPI","TOT","AGRWTH","M","2009-02",8.92562,
"ZAF","CPI","TOT","AGRWTH","M","2009-03",9.1354,
"ZAF","CPI","TOT","AGRWTH","M","2009-04",8.914101,
"ZAF","CPI","TOT","AGRWTH","M","2009-05",8.360128,
"ZAF","CPI","TOT","AGRWTH","M","2009-06",7.131537,
"ZAF","CPI","TOT","AGRWTH","M","2009-07",6.71875,
"ZAF","CPI","TOT","AGRWTH","M","2009-08",6.36646,
"ZAF","CPI","TOT","AGRWTH","M","2009-09",6.018518,
"ZAF","CPI","TOT","AGRWTH","M","2009-10",5.692307,
"ZAF","CPI","TOT","AGRWTH","M","2009-11",5.692307,
"ZAF","CPI","TOT","AGRWTH","M","2009-12",6.163328,
"ZAF","CPI","TOT","AGRWTH","M","2010-01",5.819295,
"ZAF","CPI","TOT","AGRWTH","M","2010-02",5.462822,
"ZAF","CPI","TOT","AGRWTH","M","2010-03",4.783258,
"ZAF","CPI","TOT","AGRWTH","M","2010-04",4.315476,
"ZAF","CPI","TOT","AGRWTH","M","2010-05",4.30267,
"ZAF","CPI","TOT","AGRWTH","M","2010-06",3.994083,
"ZAF","CPI","TOT","AGRWTH","M","2010-07",3.513909,
"ZAF","CPI","TOT","AGRWTH","M","2010-08",3.357664,
"ZAF","CPI","TOT","AGRWTH","M","2010-09",3.202329,
"ZAF","CPI","TOT","AGRWTH","M","2010-10",3.347889,
"ZAF","CPI","TOT","AGRWTH","M","2010-11",3.49345,
"ZAF","CPI","TOT","AGRWTH","M","2010-12",3.338171,
"ZAF","CPI","TOT","AGRWTH","M","2011-01",3.617945,
"ZAF","CPI","TOT","AGRWTH","M","2011-02",3.597122,
"ZAF","CPI","TOT","AGRWTH","M","2011-03",3.994294,
"ZAF","CPI","TOT","AGRWTH","M","2011-04",4.279601,
"ZAF","CPI","TOT","AGRWTH","M","2011-05",4.55192,
"ZAF","CPI","TOT","AGRWTH","M","2011-06",5.12091,
"ZAF","CPI","TOT","AGRWTH","M","2011-07",5.374823,
"ZAF","CPI","TOT","AGRWTH","M","2011-08",5.225989,
"ZAF","CPI","TOT","AGRWTH","M","2011-09",5.641749,
"ZAF","CPI","TOT","AGRWTH","M","2011-10",6.197183,
"ZAF","CPI","TOT","AGRWTH","M","2011-11",6.188467,
"ZAF","CPI","TOT","AGRWTH","M","2011-12",6.320225,
"ZAF","CPI","TOT","AGRWTH","M","2012-01",6.284916,
"ZAF","CPI","TOT","AGRWTH","M","2012-02",6.25,
"ZAF","CPI","TOT","AGRWTH","M","2012-03",6.035666,
"ZAF","CPI","TOT","AGRWTH","M","2012-04",6.29275,
"ZAF","CPI","TOT","AGRWTH","M","2012-05",5.714286,
"ZAF","CPI","TOT","AGRWTH","M","2012-06",5.548038,
"ZAF","CPI","TOT","AGRWTH","M","2012-07",4.832215,
"ZAF","CPI","TOT","AGRWTH","M","2012-08",5.2349,
"ZAF","CPI","TOT","AGRWTH","M","2012-09",5.473965,
"ZAF","CPI","TOT","AGRWTH","M","2012-10",5.570292,
"ZAF","CPI","TOT","AGRWTH","M","2012-11",5.695364,
"ZAF","CPI","TOT","AGRWTH","M","2012-12",5.812418,
"ZAF","CPI","TOT","AGRWTH","M","2013-01",5.519054,
"ZAF","CPI","TOT","AGRWTH","M","2013-02",5.882353,
"ZAF","CPI","TOT","AGRWTH","M","2013-03",6.080207,
"ZAF","CPI","TOT","AGRWTH","M","2013-04",5.791506,
"ZAF","CPI","TOT","AGRWTH","M","2013-05",5.534105,
"ZAF","CPI","TOT","AGRWTH","M","2013-06",5.512821,
"ZAF","CPI","TOT","AGRWTH","M","2013-07",6.402049,
"ZAF","CPI","TOT","AGRWTH","M","2013-08",6.377551,
"ZAF","CPI","TOT","AGRWTH","M","2013-09",6.075949,
"ZAF","CPI","TOT","AGRWTH","M","2013-10",5.527638,
"ZAF","CPI","TOT","AGRWTH","M","2013-11",5.388471,
"ZAF","CPI","TOT","AGRWTH","M","2013-12",5.243446,
"ZAF","CPI","TOT","AGRWTH","M","2014-01",5.728518,
"ZAF","CPI","TOT","AGRWTH","M","2014-02",5.925926,
"ZAF","CPI","TOT","AGRWTH","M","2014-03",5.97561,
"OECD","CPI","TOT","AGRWTH","M","2007-12",3.431091,
"OECD","CPI","TOT","AGRWTH","M","2008-01",3.585464,
"OECD","CPI","TOT","AGRWTH","M","2008-02",3.544973,
"OECD","CPI","TOT","AGRWTH","M","2008-03",3.625323,
"OECD","CPI","TOT","AGRWTH","M","2008-04",3.561604,
"OECD","CPI","TOT","AGRWTH","M","2008-05",3.924749,
"OECD","CPI","TOT","AGRWTH","M","2008-06",4.475015,
"OECD","CPI","TOT","AGRWTH","M","2008-07",4.879384,
"OECD","CPI","TOT","AGRWTH","M","2008-08",4.719674,
"OECD","CPI","TOT","AGRWTH","M","2008-09",4.46669,
"OECD","CPI","TOT","AGRWTH","M","2008-10",3.713028,
"OECD","CPI","TOT","AGRWTH","M","2008-11",2.239783,
"OECD","CPI","TOT","AGRWTH","M","2008-12",1.528728,
"OECD","CPI","TOT","AGRWTH","M","2009-01",1.284484,
"OECD","CPI","TOT","AGRWTH","M","2009-02",1.3417,
"OECD","CPI","TOT","AGRWTH","M","2009-03",0.8819144,
"OECD","CPI","TOT","AGRWTH","M","2009-04",0.6243989,
"OECD","CPI","TOT","AGRWTH","M","2009-05",0.08670424,
"OECD","CPI","TOT","AGRWTH","M","2009-06",-0.1299095,
"OECD","CPI","TOT","AGRWTH","M","2009-07",-0.6457056,
"OECD","CPI","TOT","AGRWTH","M","2009-08",-0.3129657,
"OECD","CPI","TOT","AGRWTH","M","2009-09",-0.3183513,
"OECD","CPI","TOT","AGRWTH","M","2009-10",0.1786194,
"OECD","CPI","TOT","AGRWTH","M","2009-11",1.252798,
"OECD","CPI","TOT","AGRWTH","M","2009-12",1.818082,
"OECD","CPI","TOT","AGRWTH","M","2010-01",2.037213,
"OECD","CPI","TOT","AGRWTH","M","2010-02",1.867418,
"OECD","CPI","TOT","AGRWTH","M","2010-03",2.041621,
"OECD","CPI","TOT","AGRWTH","M","2010-04",2.069515,
"OECD","CPI","TOT","AGRWTH","M","2010-05",1.936057,
"OECD","CPI","TOT","AGRWTH","M","2010-06",1.443654,
"OECD","CPI","TOT","AGRWTH","M","2010-07",1.561422,
"OECD","CPI","TOT","AGRWTH","M","2010-08",1.500387,
"OECD","CPI","TOT","AGRWTH","M","2010-09",1.616088,
"OECD","CPI","TOT","AGRWTH","M","2010-10",1.766586,
"OECD","CPI","TOT","AGRWTH","M","2010-11",1.706829,
"OECD","CPI","TOT","AGRWTH","M","2010-12",1.944099,
"OECD","CPI","TOT","AGRWTH","M","2011-01",2.022585,
"OECD","CPI","TOT","AGRWTH","M","2011-02",2.249668,
"OECD","CPI","TOT","AGRWTH","M","2011-03",2.545617,
"OECD","CPI","TOT","AGRWTH","M","2011-04",2.784187,
"OECD","CPI","TOT","AGRWTH","M","2011-05",3.03181,
"OECD","CPI","TOT","AGRWTH","M","2011-06",2.990483,
"OECD","CPI","TOT","AGRWTH","M","2011-07",3.064614,
"OECD","CPI","TOT","AGRWTH","M","2011-08",3.151998,
"OECD","CPI","TOT","AGRWTH","M","2011-09",3.202657,
"OECD","CPI","TOT","AGRWTH","M","2011-10",3.063781,
"OECD","CPI","TOT","AGRWTH","M","2011-11",3.063092,
"OECD","CPI","TOT","AGRWTH","M","2011-12",2.834121,
"OECD","CPI","TOT","AGRWTH","M","2012-01",2.778584,
"OECD","CPI","TOT","AGRWTH","M","2012-02",2.776594,
"OECD","CPI","TOT","AGRWTH","M","2012-03",2.633698,
"OECD","CPI","TOT","AGRWTH","M","2012-04",2.436937,
"OECD","CPI","TOT","AGRWTH","M","2012-05",2.042023,
"OECD","CPI","TOT","AGRWTH","M","2012-06",1.98153,
"OECD","CPI","TOT","AGRWTH","M","2012-07",1.866709,
"OECD","CPI","TOT","AGRWTH","M","2012-08",2.04441,
"OECD","CPI","TOT","AGRWTH","M","2012-09",2.199244,
"OECD","CPI","TOT","AGRWTH","M","2012-10",2.221989,
"OECD","CPI","TOT","AGRWTH","M","2012-11",1.923176,
"OECD","CPI","TOT","AGRWTH","M","2012-12",1.851585,
"OECD","CPI","TOT","AGRWTH","M","2013-01",1.718086,
"OECD","CPI","TOT","AGRWTH","M","2013-02",1.809175,
"OECD","CPI","TOT","AGRWTH","M","2013-03",1.567294,
"OECD","CPI","TOT","AGRWTH","M","2013-04",1.253871,
"OECD","CPI","TOT","AGRWTH","M","2013-05",1.485249,
"OECD","CPI","TOT","AGRWTH","M","2013-06",1.799223,
"OECD","CPI","TOT","AGRWTH","M","2013-07",1.956076,
"OECD","CPI","TOT","AGRWTH","M","2013-08",1.687741,
"OECD","CPI","TOT","AGRWTH","M","2013-09",1.47992,
"OECD","CPI","TOT","AGRWTH","M","2013-10",1.292437,
"OECD","CPI","TOT","AGRWTH","M","2013-11",1.466936,
"OECD","CPI","TOT","AGRWTH","M","2013-12",1.636286,
"OECD","CPI","TOT","AGRWTH","M","2014-01",1.644821,
"OECD","CPI","TOT","AGRWTH","M","2014-02",1.439358,
"OECD","CPI","TOT","AGRWTH","M","2014-03",1.571476,
"OECDE","CPI","TOT","AGRWTH","M","2007-12",3.392195,
"OECDE","CPI","TOT","AGRWTH","M","2008-01",3.521376,
"OECDE","CPI","TOT","AGRWTH","M","2008-02",3.647015,
"OECDE","CPI","TOT","AGRWTH","M","2008-03",3.808094,
"OECDE","CPI","TOT","AGRWTH","M","2008-04",3.695382,
"OECDE","CPI","TOT","AGRWTH","M","2008-05",4.131495,
"OECDE","CPI","TOT","AGRWTH","M","2008-06",4.369447,
"OECDE","CPI","TOT","AGRWTH","M","2008-07",4.640731,
"OECDE","CPI","TOT","AGRWTH","M","2008-08",4.511339,
"OECDE","CPI","TOT","AGRWTH","M","2008-09",4.357109,
"OECDE","CPI","TOT","AGRWTH","M","2008-10",3.958396,
"OECDE","CPI","TOT","AGRWTH","M","2008-11",3.04011,
"OECDE","CPI","TOT","AGRWTH","M","2008-12",2.441109,
"OECDE","CPI","TOT","AGRWTH","M","2009-01",2.103553,
"OECDE","CPI","TOT","AGRWTH","M","2009-02",2.036714,
"OECDE","CPI","TOT","AGRWTH","M","2009-03",1.594724,
"OECDE","CPI","TOT","AGRWTH","M","2009-04",1.391369,
"OECDE","CPI","TOT","AGRWTH","M","2009-05",0.9275239,
"OECDE","CPI","TOT","AGRWTH","M","2009-06",0.7750896,
"OECDE","CPI","TOT","AGRWTH","M","2009-07",0.4115841,
"OECDE","CPI","TOT","AGRWTH","M","2009-08",0.6324512,
"OECDE","CPI","TOT","AGRWTH","M","2009-09",0.4223551,
"OECDE","CPI","TOT","AGRWTH","M","2009-10",0.5589736,
"OECDE","CPI","TOT","AGRWTH","M","2009-11",1.05317,
"OECDE","CPI","TOT","AGRWTH","M","2009-12",1.531964,
"OECDE","CPI","TOT","AGRWTH","M","2010-01",1.797588,
"OECDE","CPI","TOT","AGRWTH","M","2010-02",1.784319,
"OECDE","CPI","TOT","AGRWTH","M","2010-03",2.133445,
"OECDE","CPI","TOT","AGRWTH","M","2010-04",2.300543,
"OECDE","CPI","TOT","AGRWTH","M","2010-05",2.202925,
"OECDE","CPI","TOT","AGRWTH","M","2010-06",2.014172,
"OECDE","CPI","TOT","AGRWTH","M","2010-07",2.138133,
"OECDE","CPI","TOT","AGRWTH","M","2010-08",2.10762,
"OECDE","CPI","TOT","AGRWTH","M","2010-09",2.310933,
"OECDE","CPI","TOT","AGRWTH","M","2010-10",2.393857,
"OECDE","CPI","TOT","AGRWTH","M","2010-11",2.343474,
"OECDE","CPI","TOT","AGRWTH","M","2010-12",2.542471,
"OECDE","CPI","TOT","AGRWTH","M","2011-01",2.6547,
"OECDE","CPI","TOT","AGRWTH","M","2011-02",2.742169,
"OECDE","CPI","TOT","AGRWTH","M","2011-03",2.858219,
"OECDE","CPI","TOT","AGRWTH","M","2011-04",2.927289,
"OECDE","CPI","TOT","AGRWTH","M","2011-05",3.122556,
"OECDE","CPI","TOT","AGRWTH","M","2011-06",3.013253,
"OECDE","CPI","TOT","AGRWTH","M","2011-07",3.011292,
"OECDE","CPI","TOT","AGRWTH","M","2011-08",3.059636,
"OECDE","CPI","TOT","AGRWTH","M","2011-09",3.237518,
"OECDE","CPI","TOT","AGRWTH","M","2011-10",3.354757,
"OECDE","CPI","TOT","AGRWTH","M","2011-11",3.493208,
"OECDE","CPI","TOT","AGRWTH","M","2011-12",3.273297,
"OECDE","CPI","TOT","AGRWTH","M","2012-01",3.187563,
"OECDE","CPI","TOT","AGRWTH","M","2012-02",3.216808,
"OECDE","CPI","TOT","AGRWTH","M","2012-03",3.125595,
"OECDE","CPI","TOT","AGRWTH","M","2012-04",3.065593,
"OECDE","CPI","TOT","AGRWTH","M","2012-05",2.736464,
"OECDE","CPI","TOT","AGRWTH","M","2012-06",2.693537,
"OECDE","CPI","TOT","AGRWTH","M","2012-07",2.757722,
"OECDE","CPI","TOT","AGRWTH","M","2012-08",2.894635,
"OECDE","CPI","TOT","AGRWTH","M","2012-09",2.87629,
"OECDE","CPI","TOT","AGRWTH","M","2012-10",2.783046,
"OECDE","CPI","TOT","AGRWTH","M","2012-11",2.453361,
"OECDE","CPI","TOT","AGRWTH","M","2012-12",2.398234,
"OECDE","CPI","TOT","AGRWTH","M","2013-01",2.24604,
"OECDE","CPI","TOT","AGRWTH","M","2013-02",2.101669,
"OECDE","CPI","TOT","AGRWTH","M","2013-03",1.999876,
"OECDE","CPI","TOT","AGRWTH","M","2013-04",1.583541,
"OECDE","CPI","TOT","AGRWTH","M","2013-05",1.769512,
"OECDE","CPI","TOT","AGRWTH","M","2013-06",2.051252,
"OECDE","CPI","TOT","AGRWTH","M","2013-07",2.139733,
"OECDE","CPI","TOT","AGRWTH","M","2013-08",1.909775,
"OECDE","CPI","TOT","AGRWTH","M","2013-09",1.713145,
"OECDE","CPI","TOT","AGRWTH","M","2013-10",1.437773,
"OECDE","CPI","TOT","AGRWTH","M","2013-11",1.419914,
"OECDE","CPI","TOT","AGRWTH","M","2013-12",1.501219,
"OECDE","CPI","TOT","AGRWTH","M","2014-01",1.450566,
"OECDE","CPI","TOT","AGRWTH","M","2014-02",1.394234,
"OECDE","CPI","TOT","AGRWTH","M","2014-03",1.297492,
"G-7","CPI","TOT","AGRWTH","M","2007-12",3.193906,
"G-7","CPI","TOT","AGRWTH","M","2008-01",3.317939,
"G-7","CPI","TOT","AGRWTH","M","2008-02",3.218805,
"G-7","CPI","TOT","AGRWTH","M","2008-03",3.264981,
"G-7","CPI","TOT","AGRWTH","M","2008-04",3.165896,
"G-7","CPI","TOT","AGRWTH","M","2008-05",3.496132,
"G-7","CPI","TOT","AGRWTH","M","2008-06",4.148255,
"G-7","CPI","TOT","AGRWTH","M","2008-07",4.579901,
"G-7","CPI","TOT","AGRWTH","M","2008-08",4.399197,
"G-7","CPI","TOT","AGRWTH","M","2008-09",4.125084,
"G-7","CPI","TOT","AGRWTH","M","2008-10",3.215598,
"G-7","CPI","TOT","AGRWTH","M","2008-11",1.458515,
"G-7","CPI","TOT","AGRWTH","M","2008-12",0.673341,
"G-7","CPI","TOT","AGRWTH","M","2009-01",0.5030232,
"G-7","CPI","TOT","AGRWTH","M","2009-02",0.6525373,
"G-7","CPI","TOT","AGRWTH","M","2009-03",0.132286,
"G-7","CPI","TOT","AGRWTH","M","2009-04",-0.1010389,
"G-7","CPI","TOT","AGRWTH","M","2009-05",-0.6533079,
"G-7","CPI","TOT","AGRWTH","M","2009-06",-0.8773341,
"G-7","CPI","TOT","AGRWTH","M","2009-07",-1.444947,
"G-7","CPI","TOT","AGRWTH","M","2009-08",-1.02651,
"G-7","CPI","TOT","AGRWTH","M","2009-09",-0.9779534,
"G-7","CPI","TOT","AGRWTH","M","2009-10",-0.311443,
"G-7","CPI","TOT","AGRWTH","M","2009-11",1.019,
"G-7","CPI","TOT","AGRWTH","M","2009-12",1.671728,
"G-7","CPI","TOT","AGRWTH","M","2010-01",1.785271,
"G-7","CPI","TOT","AGRWTH","M","2010-02",1.500219,
"G-7","CPI","TOT","AGRWTH","M","2010-03",1.694825,
"G-7","CPI","TOT","AGRWTH","M","2010-04",1.707696,
"G-7","CPI","TOT","AGRWTH","M","2010-05",1.555194,
"G-7","CPI","TOT","AGRWTH","M","2010-06",0.955819,
"G-7","CPI","TOT","AGRWTH","M","2010-07",1.105214,
"G-7","CPI","TOT","AGRWTH","M","2010-08",1.003641,
"G-7","CPI","TOT","AGRWTH","M","2010-09",1.062158,
"G-7","CPI","TOT","AGRWTH","M","2010-10",1.215032,
"G-7","CPI","TOT","AGRWTH","M","2010-11",1.191815,
"G-7","CPI","TOT","AGRWTH","M","2010-12",1.441869,
"G-7","CPI","TOT","AGRWTH","M","2011-01",1.55784,
"G-7","CPI","TOT","AGRWTH","M","2011-02",1.859099,
"G-7","CPI","TOT","AGRWTH","M","2011-03",2.242311,
"G-7","CPI","TOT","AGRWTH","M","2011-04",2.536516,
"G-7","CPI","TOT","AGRWTH","M","2011-05",2.779202,
"G-7","CPI","TOT","AGRWTH","M","2011-06",2.777247,
"G-7","CPI","TOT","AGRWTH","M","2011-07",2.869667,
"G-7","CPI","TOT","AGRWTH","M","2011-08",2.982851,
"G-7","CPI","TOT","AGRWTH","M","2011-09",3.100176,
"G-7","CPI","TOT","AGRWTH","M","2011-10",2.882431,
"G-7","CPI","TOT","AGRWTH","M","2011-11",2.776069,
"G-7","CPI","TOT","AGRWTH","M","2011-12",2.477716,
"G-7","CPI","TOT","AGRWTH","M","2012-01",2.468606,
"G-7","CPI","TOT","AGRWTH","M","2012-02",2.48115,
"G-7","CPI","TOT","AGRWTH","M","2012-03",2.358542,
"G-7","CPI","TOT","AGRWTH","M","2012-04",2.107624,
"G-7","CPI","TOT","AGRWTH","M","2012-05",1.695881,
"G-7","CPI","TOT","AGRWTH","M","2012-06",1.584747,
"G-7","CPI","TOT","AGRWTH","M","2012-07",1.408747,
"G-7","CPI","TOT","AGRWTH","M","2012-08",1.617433,
"G-7","CPI","TOT","AGRWTH","M","2012-09",1.746749,
"G-7","CPI","TOT","AGRWTH","M","2012-10",1.815066,
"G-7","CPI","TOT","AGRWTH","M","2012-11",1.580158,
"G-7","CPI","TOT","AGRWTH","M","2012-12",1.543764,
"G-7","CPI","TOT","AGRWTH","M","2013-01",1.3874,
"G-7","CPI","TOT","AGRWTH","M","2013-02",1.536511,
"G-7","CPI","TOT","AGRWTH","M","2013-03",1.199667,
"G-7","CPI","TOT","AGRWTH","M","2013-04",0.8827046,
"G-7","CPI","TOT","AGRWTH","M","2013-05",1.1684,
"G-7","CPI","TOT","AGRWTH","M","2013-06",1.512637,
"G-7","CPI","TOT","AGRWTH","M","2013-07",1.707733,
"G-7","CPI","TOT","AGRWTH","M","2013-08",1.418257,
"G-7","CPI","TOT","AGRWTH","M","2013-09",1.237677,
"G-7","CPI","TOT","AGRWTH","M","2013-10",1.042048,
"G-7","CPI","TOT","AGRWTH","M","2013-11",1.250247,
"G-7","CPI","TOT","AGRWTH","M","2013-12",1.436501,
"G-7","CPI","TOT","AGRWTH","M","2014-01",1.420321,
"G-7","CPI","TOT","AGRWTH","M","2014-02",1.172679,
"G-7","CPI","TOT","AGRWTH","M","2014-03",1.362627,
"COL","CPI","TOT","AGRWTH","M","2007-12",5.690224,
"COL","CPI","TOT","AGRWTH","M","2008-01",5.997289,
"COL","CPI","TOT","AGRWTH","M","2008-02",6.351864,
"COL","CPI","TOT","AGRWTH","M","2008-03",5.922576,
"COL","CPI","TOT","AGRWTH","M","2008-04",5.728028,
"COL","CPI","TOT","AGRWTH","M","2008-05",6.386225,
"COL","CPI","TOT","AGRWTH","M","2008-06",7.184064,
"COL","CPI","TOT","AGRWTH","M","2008-07",7.520104,
"COL","CPI","TOT","AGRWTH","M","2008-08",7.867247,
"COL","CPI","TOT","AGRWTH","M","2008-09",7.578558,
"COL","CPI","TOT","AGRWTH","M","2008-10",7.936508,
"COL","CPI","TOT","AGRWTH","M","2008-11",7.725601,
"COL","CPI","TOT","AGRWTH","M","2008-12",7.677399,
"COL","CPI","TOT","AGRWTH","M","2009-01",7.181673,
"COL","CPI","TOT","AGRWTH","M","2009-02",6.465834,
"COL","CPI","TOT","AGRWTH","M","2009-03",6.143274,
"COL","CPI","TOT","AGRWTH","M","2009-04",5.727874,
"COL","CPI","TOT","AGRWTH","M","2009-05",4.773612,
"COL","CPI","TOT","AGRWTH","M","2009-06",3.808266,
"COL","CPI","TOT","AGRWTH","M","2009-07",3.274712,
"COL","CPI","TOT","AGRWTH","M","2009-08",3.127207,
"COL","CPI","TOT","AGRWTH","M","2009-09",3.214069,
"COL","CPI","TOT","AGRWTH","M","2009-10",2.719581,
"COL","CPI","TOT","AGRWTH","M","2009-11",2.37043,
"COL","CPI","TOT","AGRWTH","M","2009-12",2,
"COL","CPI","TOT","AGRWTH","M","2010-01",2.097624,
"COL","CPI","TOT","AGRWTH","M","2010-02",2.090111,
"COL","CPI","TOT","AGRWTH","M","2010-03",1.834412,
"COL","CPI","TOT","AGRWTH","M","2010-04",1.985136,
"COL","CPI","TOT","AGRWTH","M","2010-05",2.072742,
"COL","CPI","TOT","AGRWTH","M","2010-06",2.250049,
"COL","CPI","TOT","AGRWTH","M","2010-07",2.241143,
"COL","CPI","TOT","AGRWTH","M","2010-08",2.30852,
"COL","CPI","TOT","AGRWTH","M","2010-09",2.28163,
"COL","CPI","TOT","AGRWTH","M","2010-10",2.333791,
"COL","CPI","TOT","AGRWTH","M","2010-11",2.590267,
"COL","CPI","TOT","AGRWTH","M","2010-12",3.176471,
"COL","CPI","TOT","AGRWTH","M","2011-01",3.398247,
"COL","CPI","TOT","AGRWTH","M","2011-02",3.167552,
"COL","CPI","TOT","AGRWTH","M","2011-03",3.188518,
"COL","CPI","TOT","AGRWTH","M","2011-04",2.838239,
"COL","CPI","TOT","AGRWTH","M","2011-05",3.017241,
"COL","CPI","TOT","AGRWTH","M","2011-06",3.233831,
"COL","CPI","TOT","AGRWTH","M","2011-07",3.426821,
"COL","CPI","TOT","AGRWTH","M","2011-08",3.269911,
"COL","CPI","TOT","AGRWTH","M","2011-09",3.733844,
"COL","CPI","TOT","AGRWTH","M","2011-10",4.014948,
"COL","CPI","TOT","AGRWTH","M","2011-11",3.959449,
"COL","CPI","TOT","AGRWTH","M","2011-12",3.724819,
"COL","CPI","TOT","AGRWTH","M","2012-01",3.55024,
"COL","CPI","TOT","AGRWTH","M","2012-02",3.557053,
"COL","CPI","TOT","AGRWTH","M","2012-03",3.398058,
"COL","CPI","TOT","AGRWTH","M","2012-04",3.421911,
"COL","CPI","TOT","AGRWTH","M","2012-05",3.44026,
"COL","CPI","TOT","AGRWTH","M","2012-06",3.197405,
"COL","CPI","TOT","AGRWTH","M","2012-07",3.026377,
"COL","CPI","TOT","AGRWTH","M","2012-08",3.110823,
"COL","CPI","TOT","AGRWTH","M","2012-09",3.082603,
"COL","CPI","TOT","AGRWTH","M","2012-10",3.058498,
"COL","CPI","TOT","AGRWTH","M","2012-11",2.778289,
"COL","CPI","TOT","AGRWTH","M","2012-12",2.43679,
"COL","CPI","TOT","AGRWTH","M","2013-01",1.991633,
"COL","CPI","TOT","AGRWTH","M","2013-02",1.825906,
"COL","CPI","TOT","AGRWTH","M","2013-03",1.914048,
"COL","CPI","TOT","AGRWTH","M","2013-04",2.019474,
"COL","CPI","TOT","AGRWTH","M","2013-05",2.004494,
"COL","CPI","TOT","AGRWTH","M","2013-06",2.155366,
"COL","CPI","TOT","AGRWTH","M","2013-07",2.227812,
"COL","CPI","TOT","AGRWTH","M","2013-08",2.262728,
"COL","CPI","TOT","AGRWTH","M","2013-09",2.274152,
"COL","CPI","TOT","AGRWTH","M","2013-10",1.841423,
"COL","CPI","TOT","AGRWTH","M","2013-11",1.754386,
"COL","CPI","TOT","AGRWTH","M","2013-12",1.931676,
"COL","CPI","TOT","AGRWTH","M","2014-01",2.131074,
"COL","CPI","TOT","AGRWTH","M","2014-02",2.316911,
"COL","CPI","TOT","AGRWTH","M","2014-03",2.507087,
"LVA","CPI","TOT","AGRWTH","M","2007-12",14.06292,
"LVA","CPI","TOT","AGRWTH","M","2008-01",15.75173,
"LVA","CPI","TOT","AGRWTH","M","2008-02",16.67736,
"LVA","CPI","TOT","AGRWTH","M","2008-03",16.76139,
"LVA","CPI","TOT","AGRWTH","M","2008-04",17.49937,
"LVA","CPI","TOT","AGRWTH","M","2008-05",17.9045,
"LVA","CPI","TOT","AGRWTH","M","2008-06",17.70287,
"LVA","CPI","TOT","AGRWTH","M","2008-07",16.66847,
"LVA","CPI","TOT","AGRWTH","M","2008-08",15.74104,
"LVA","CPI","TOT","AGRWTH","M","2008-09",14.87808,
"LVA","CPI","TOT","AGRWTH","M","2008-10",13.78833,
"LVA","CPI","TOT","AGRWTH","M","2008-11",11.7928,
"LVA","CPI","TOT","AGRWTH","M","2008-12",10.53704,
"LVA","CPI","TOT","AGRWTH","M","2009-01",9.833926,
"LVA","CPI","TOT","AGRWTH","M","2009-02",9.577942,
"LVA","CPI","TOT","AGRWTH","M","2009-03",8.243032,
"LVA","CPI","TOT","AGRWTH","M","2009-04",6.188094,
"LVA","CPI","TOT","AGRWTH","M","2009-05",4.668414,
"LVA","CPI","TOT","AGRWTH","M","2009-06",3.386634,
"LVA","CPI","TOT","AGRWTH","M","2009-07",2.452364,
"LVA","CPI","TOT","AGRWTH","M","2009-08",1.842046,
"LVA","CPI","TOT","AGRWTH","M","2009-09",0.5117325,
"LVA","CPI","TOT","AGRWTH","M","2009-10",-0.8607417,
"LVA","CPI","TOT","AGRWTH","M","2009-11",-1.165032,
"LVA","CPI","TOT","AGRWTH","M","2009-12",-1.168766,
"LVA","CPI","TOT","AGRWTH","M","2010-01",-3.122176,
"LVA","CPI","TOT","AGRWTH","M","2010-02",-4.178498,
"LVA","CPI","TOT","AGRWTH","M","2010-03",-3.942791,
"LVA","CPI","TOT","AGRWTH","M","2010-04",-2.727822,
"LVA","CPI","TOT","AGRWTH","M","2010-05",-2.308367,
"LVA","CPI","TOT","AGRWTH","M","2010-06",-1.377426,
"LVA","CPI","TOT","AGRWTH","M","2010-07",-0.578193,
"LVA","CPI","TOT","AGRWTH","M","2010-08",-0.2537091,
"LVA","CPI","TOT","AGRWTH","M","2010-09",0.4206825,
"LVA","CPI","TOT","AGRWTH","M","2010-10",0.9896619,
"LVA","CPI","TOT","AGRWTH","M","2010-11",1.908839,
"LVA","CPI","TOT","AGRWTH","M","2010-12",2.54213,
"LVA","CPI","TOT","AGRWTH","M","2011-01",3.68165,
"LVA","CPI","TOT","AGRWTH","M","2011-02",3.994482,
"LVA","CPI","TOT","AGRWTH","M","2011-03",4.232808,
"LVA","CPI","TOT","AGRWTH","M","2011-04",4.507835,
"LVA","CPI","TOT","AGRWTH","M","2011-05",4.964222,
"LVA","CPI","TOT","AGRWTH","M","2011-06",4.814442,
"LVA","CPI","TOT","AGRWTH","M","2011-07",4.314289,
"LVA","CPI","TOT","AGRWTH","M","2011-08",4.689441,
