"TIME","GEO","UNIT","S_ADJ","INDIC","Value","Flag and Footnotes"
"2008M10","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","15.6",""
"2008M10","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","10.5",""
"2008M10","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","5.0",""
"2008M10","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","5.0",""
"2008M10","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","4.9",""
"2008M10","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","6.5",""
"2008M10","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.1",""
"2008M10","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","5.9",""
"2008M10","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","13.6",""
"2008M10","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","16.3",""
"2008M10","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","10.7",""
"2008M10","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","5.3",""
"2008M10","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","5.5",""
"2008M10","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","5.0",""
"2008M11","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.4",""
"2008M11","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.0",""
"2008M11","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","7.8",""
"2008M11","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","17.0",""
"2008M11","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","17.0",""
"2008M11","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","16.9",""
"2008M11","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.2",""
"2008M11","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","5.8",""
"2008M11","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","6.7",""
"2008M11","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.4",""
"2008M11","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.1",""
"2008M11","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.8",""
"2008M11","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","17.1",""
"2008M11","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","17.4",""
"2008M11","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","16.8",""
"2008M11","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.2",""
"2008M11","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","5.9",""
"2008M11","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.7",""
"2008M11","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","6.5",""
"2008M11","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","6.9",""
"2008M11","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","5.9",""
"2008M11","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","13.3",""
"2008M11","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","15.5",""
"2008M11","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","11.0",""
"2008M11","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","5.4",""
"2008M11","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","5.6",""
"2008M11","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","5.1",""
"2008M11","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","6.8",""
"2008M11","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.4",""
"2008M11","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","6.2",""
"2008M11","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","14.0",""
"2008M11","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","16.2",""
"2008M11","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","11.6",""
"2008M11","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","5.6",""
"2008M11","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.0",""
"2008M11","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","5.3",""
"2008M12","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.7",""
"2008M12","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.5",""
"2008M12","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","7.9",""
"2008M12","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","17.0",""
"2008M12","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","17.8",""
"2008M12","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","16.1",""
"2008M12","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.6",""
"2008M12","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.3",""
"2008M12","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","6.9",""
"2008M12","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.7",""
"2008M12","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.4",""
"2008M12","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.0",""
"2008M12","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","17.5",""
"2008M12","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","18.0",""
"2008M12","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","16.9",""
"2008M12","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.5",""
"2008M12","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.1",""
"2008M12","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.8",""
"2008M12","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.1",""
"2008M12","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","8.1",""
"2008M12","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","6.0",""
"2008M12","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","13.7",""
"2008M12","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","16.5",""
"2008M12","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","10.8",""
"2008M12","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.1",""
"2008M12","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.8",""
"2008M12","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","5.2",""
"2008M12","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.3",""
"2008M12","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","8.0",""
"2008M12","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","6.5",""
"2008M12","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","14.8",""
"2008M12","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","16.9",""
"2008M12","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","12.5",""
"2008M12","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.1",""
"2008M12","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.6",""
"2008M12","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","5.5",""
"2009M01","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","8.4",""
"2009M01","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","8.3",""
"2009M01","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","8.5",""
"2009M01","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","18.3",""
"2009M01","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","19.4",""
"2009M01","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","17.1",""
"2009M01","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","7.2",""
"2009M01","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","7.0",""
"2009M01","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.5",""
"2009M01","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","8.0",""
"2009M01","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.9",""
"2009M01","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.3",""
"2009M01","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.2",""
"2009M01","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","18.8",""
"2009M01","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","17.5",""
"2009M01","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.8",""
"2009M01","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.5",""
"2009M01","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.1",""
"2009M01","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","8.5",""
"2009M01","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","9.7",""
"2009M01","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","7.0",""
"2009M01","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","15.8",""
"2009M01","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","18.9",""
"2009M01","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","12.6",""
"2009M01","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","7.3",""
"2009M01","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","8.4",""
"2009M01","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","6.1",""
"2009M01","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.8",""
"2009M01","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","8.6",""
"2009M01","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.0",""
"2009M01","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","15.0",""
"2009M01","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","17.3",""
"2009M01","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","12.5",""
"2009M01","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.6",""
"2009M01","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","7.2",""
"2009M01","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.0",""
"2009M02","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","8.9",""
"2009M02","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","8.8",""
"2009M02","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","8.9",""
"2009M02","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","19.5",""
"2009M02","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","20.6",""
"2009M02","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","18.2",""
"2009M02","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","7.6",""
"2009M02","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","7.4",""
"2009M02","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.7",""
"2009M02","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","8.3",""
"2009M02","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","8.2",""
"2009M02","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.5",""
"2009M02","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.9",""
"2009M02","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","19.7",""
"2009M02","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","18.0",""
"2009M02","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","7.0",""
"2009M02","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.8",""
"2009M02","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.3",""
"2009M02","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","8.9",""
"2009M02","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","10.4",""
"2009M02","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","7.2",""
"2009M02","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","16.4",""
"2009M02","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","19.5",""
"2009M02","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","13.1",""
"2009M02","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","7.7",""
"2009M02","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.0",""
"2009M02","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","6.2",""
"2009M02","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","8.3",""
"2009M02","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","9.2",""
"2009M02","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.3",""
"2009M02","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","16.0",""
"2009M02","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","18.2",""
"2009M02","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","13.6",""
"2009M02","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","7.1",""
"2009M02","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","7.8",""
"2009M02","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.2",""
"2009M03","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","9.0",""
"2009M03","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","9.0",""
"2009M03","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","8.9",""
"2009M03","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","20.1",""
"2009M03","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","21.4",""
"2009M03","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","18.6",""
"2009M03","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","7.6",""
"2009M03","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","7.5",""
"2009M03","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.7",""
"2009M03","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","8.6",""
"2009M03","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","8.5",""
"2009M03","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.7",""
"2009M03","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","19.5",""
"2009M03","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","20.3",""
"2009M03","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","18.5",""
"2009M03","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","7.3",""
"2009M03","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","7.1",""
"2009M03","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.5",""
"2009M03","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","9.0",""
"2009M03","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","10.6",""
"2009M03","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","7.3",""
"2009M03","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","16.1",""
"2009M03","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","19.7",""
"2009M03","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","12.3",""
"2009M03","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","7.9",""
"2009M03","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.2",""
"2009M03","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","6.5",""
"2009M03","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","8.7",""
"2009M03","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","9.7",""
